mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,spectral_contrast,zero_crossing_rate,rms_energy,label
-60.489136,84.04814,-67.72481,6.4866977,-27.404694,1.0146253,-16.677773,-3.7226448,-12.894274,-3.9718611,-11.533578,-3.9828174,-8.245477,2487.7643909358294,1997.2211254765473,4515.347055288462,0.045957085,18.706785269350554,0.14359224759615385,0.1618025,Clap
-84.64273,71.51256,-67.106445,-15.46367,-27.378105,4.365912,-8.670162,0.05584322,-6.6911335,-1.8505183,-9.623854,-1.9133633,-10.0067425,2441.0316918859735,2008.7916554841618,4535.430908203125,0.04520896,17.61446266761314,0.11224365234375,0.22288676,Clap
-80.73585,99.56279,-85.69332,-12.993696,-36.07189,7.31113,-7.191609,2.3674903,-10.949501,-1.1681676,-9.400587,-0.96855503,-7.747797,2106.71436605434,1736.3517821810228,3707.89794921875,0.016985364,19.339063296904502,0.11876085069444445,0.16310142,Clap
-102.2399,-52.61357,-83.34074,11.765082,-32.061836,0.5838533,-18.635017,-2.2516387,-11.498792,0.77862954,-8.435261,1.0467653,-6.7973886,4274.375461331596,2128.4260280289736,6607.1044921875,0.1289857,19.07231336695376,0.3320041232638889,0.1483591,Clap
-250.91432,53.32217,-83.29988,-5.5029263,-22.640903,-0.16117625,-9.069743,-4.598484,2.325083,-8.396195,-1.2876444,-8.9142065,-3.224914,2700.7153762894113,2022.4064761013892,4868.0419921875,0.056827553,15.844891848328308,0.15973772321428573,0.0738786,Clap
-137.96538,44.244835,-92.04507,-23.07008,-27.80227,5.524338,-23.18893,10.051072,-10.60113,9.542383,-7.725152,7.355647,-7.451251,2804.8047385425625,2077.208037318777,5053.8427734375,0.047312625,19.217300063910866,0.181787109375,0.11622522,Clap
-168.2793,67.90805,-75.124176,-25.541037,-37.819782,0.32153714,-12.686143,3.5412226,-12.576418,-3.5776606,-10.900539,-0.5204188,-5.2836,2427.8425085625454,1993.7129625828518,4471.728515625,0.032731757,18.402454215975855,0.1335177951388889,0.10700414,Clap
-79.50644,31.294535,-90.73519,-9.370825,-4.390596,1.9954803,-6.176693,-2.723535,-2.6755042,1.7513912,-3.5012982,-0.20523377,-5.9091883,2942.3049348548743,2133.148787813797,4870.810546875,0.059233,17.847267963045823,0.12353515625,0.14940578,Clap
-162.20728,67.11646,-46.042225,-8.4984865,-25.63194,-0.29026973,-11.52534,-3.3694346,-8.279889,-2.091002,-8.478157,-1.465657,-6.481801,2901.2192078688913,2408.0082667331294,5634.847745028409,0.09675038,18.598146669186534,0.15833629261363635,0.06350085,Clap
-147.15343,64.58013,-79.08131,6.817752,-30.03209,-10.198715,-20.652317,-15.387955,-13.502469,-3.7631068,-13.331243,-5.410135,-7.3689904,2671.929346485661,1959.375006926431,4462.75634765625,0.044786613,19.304378608277993,0.17119140625,0.08016033,Clap
-162.31427,102.59812,-58.28766,-1.3052039,-12.5491,-4.473028,-10.637884,-3.61583,-13.944724,-5.130874,-9.449932,-3.7808735,-5.3839974,2110.199316279619,1896.2184665799198,3781.4697265625,0.020770323,17.722882151558903,0.10026041666666667,0.15127328,Clap
-146.06671,101.06613,-76.67133,-1.7646149,-12.469123,0.73936176,-20.383968,-1.2049645,-3.0873141,-2.786599,-7.95453,2.4493933,-9.159611,2129.051085118825,1706.1414158533573,3474.0234375,0.019059477,19.091334086091955,0.13096788194444445,0.11419821,Clap
-224.64107,60.85877,-59.568832,-2.0432518,-23.869377,-0.78169936,-10.020836,1.5951271,-8.493925,1.3256521,-2.376479,5.660295,-0.46282592,2695.1136036076955,2259.168922317432,5130.28564453125,0.04185617,16.762408240476937,0.075439453125,0.09489166,Clap
-143.40833,40.451893,-59.09758,-27.052711,-33.98354,-7.0548286,-6.135881,5.7169933,0.64830726,5.481046,-2.0727932,4.1961694,-1.5578753,3173.408356455096,2569.3179128398883,6248.2177734375,0.09926638,17.75432695388973,0.1802978515625,0.07599057,Clap
-154.22142,59.07634,-44.421005,-21.557816,-25.897127,-1.7576226,-4.262837,7.592066,0.19391985,5.5524287,-2.379803,2.9765472,-0.5415213,3005.1084768113465,2611.6873885085083,6179.050514914773,0.09391358,16.769614289907345,0.15163352272727273,0.0653779,Clap
-118.621376,63.280823,-42.384975,-16.439857,-26.81362,-0.07906814,-3.4446461,7.877899,-2.0333424,1.8776562,-5.287566,2.3593624,-1.8558204,2936.439840529716,2555.8040428491363,5962.5439453125,0.085409105,16.667456246434366,0.151611328125,0.09636808,Clap
-270.3045,99.797325,-57.931892,-19.502876,9.529947,10.15506,-12.269875,1.6563742,-3.0984404,5.5004845,-1.7677984,-1.1369954,0.59435725,2180.6171124220327,2054.3571979641856,3441.2750244140625,0.02455605,16.564187522537,0.10406494140625,0.03234135,Clap
-262.46872,34.352757,-85.82894,-22.13633,-24.504477,4.0873547,-13.1798725,-4.4861984,-10.781633,-0.0088392235,-7.1945443,-0.70334244,-5.755002,2941.0918173172345,2202.980795399235,5333.056640625,0.07002681,17.086827729131894,0.1815863715277778,0.045612752,Clap
